doc_title,chunk_id,T0,T1,T2,T3,T4
BRIAR ROSE,6,0.2914855249273384,0.007606697336649151,0.007610339306452387,0.3394540782793208,0.3538433601502393
BRIAR ROSE,7,0.06732643556616058,0.40108643713487646,0.06363233335009974,0.00721454082545272,0.46074025312341055
BRIAR ROSE,8,0.22903947884867573,0.01212305676021565,0.08678254526126558,0.011891454111817117,0.6601634650180259
BRIAR ROSE,9,0.45688165756317384,0.008159054299972372,0.5182492093500793,0.008456228557301122,0.008253850229473156
BRIAR ROSE,10,0.4105933726724758,0.009052240816705021,0.5624542524408794,0.00894781560242924,0.008952318467510505
BRIAR ROSE,11,0.7335877203043725,0.11635650079629486,0.0090177748660549,0.008905813141858877,0.13213219089141887
CAT AND MOUSE IN PARTNERSHIP,0,0.01009823523436207,0.010109300072036512,0.010335378609544157,0.9592708515610086,0.0101862345230487
CAT AND MOUSE IN PARTNERSHIP,1,0.011922823477671261,0.08765485813632838,0.011844237482812119,0.8767722688414933,0.01180581206169512
CAT AND MOUSE IN PARTNERSHIP,2,0.00947130944939888,0.009371542060954311,0.009197356775432148,0.9627744316658345,0.00918536004838002
CAT AND MOUSE IN PARTNERSHIP,3,0.00847005099037359,0.008414916089115439,0.00848432445290982,0.9662404035231961,0.008390304944405041
CAT AND MOUSE IN PARTNERSHIP,4,0.010261624831837592,0.010295012977766308,0.15690977933607034,0.812288992397388,0.010244590456937697
CAT AND MOUSE IN PARTNERSHIP,5,0.010218738574598913,0.010167188440233683,0.1521656467728441,0.8172291119523349,0.010219314259988267
CAT AND MOUSE IN PARTNERSHIP,6,0.010126379480984165,0.010155749949943211,0.010109143571268473,0.9594710524542748,0.010137674543529488
CAT AND MOUSE IN PARTNERSHIP,7,0.01865022798748325,0.01835480585728558,0.14914608688317327,0.7952164839418066,0.018632395330251423
CAT-SKIN,0,0.009626759430647908,0.9614936405709887,0.009600936804431644,0.009632493517142094,0.00964616967678957
CAT-SKIN,1,0.010120238806484081,0.75814094582252,0.010151845868335502,0.010196992026360444,0.21138997747630003
CAT-SKIN,2,0.23230356818753584,0.4369343057307543,0.30910159006599053,0.010784424494057436,0.010876111521661819
CAT-SKIN,3,0.30883889652271046,0.010789281077610265,0.010785108062475079,0.010649248808152047,0.6589374655290521
CAT-SKIN,4,0.0073864069773278895,0.007364790591152705,0.9706744243547347,0.007262115029525821,0.007312263047258888
CAT-SKIN,5,0.007761759446341894,0.16161064063087943,0.6002718737537132,0.007860465165100703,0.22249526100396483
CAT-SKIN,6,0.008256256726280857,0.008172214762044123,0.4320003480920481,0.008190076480038862,0.543381103939588
CAT-SKIN,7,0.007584668759758303,0.5000121557917706,0.47725957041539296,0.007529240298745927,0.00761436473433214
CAT-SKIN,8,0.007255475213293634,0.0073488049831919675,0.3677766533382923,0.0072475921091899,0.6103714743560322
CAT-SKIN,9,0.009169463286689586,0.009263863123283072,0.009225789333498468,0.009219294238962839,0.963121590017566
CAT-SKIN,10,0.010580475712964253,0.1899854333445445,0.010703260639182954,0.010659534028246806,0.7780712962750613
CAT-SKIN,11,0.009059368460026215,0.008854192330071313,0.008834651248924213,0.008763879690546865,0.9644879082704314
CAT-SKIN,12,0.010275291656051145,0.010148836563114537,0.010551198785573212,0.010026353670151871,0.9589983193251093
CAT-SKIN,13,0.16134302068820341,0.00975370276461259,0.009654320740938756,0.009941477851591088,0.8093074779546542
CAT-SKIN,14,0.008670615624067611,0.008548210652499897,0.44668389238655043,0.008788856845644313,0.5273084244912377
CAT-SKIN,15,0.00930322542411801,0.009437565751670166,0.4390660742021515,0.009657299579129046,0.5325358350429313
CAT-SKIN,16,0.020330383514484792,0.6892906652765204,0.020296431140272214,0.020390029626024955,0.24969249044269762
CLEVER ELSIE,0,0.007242025918859103,0.8212953186726103,0.007234303725284324,0.15704220326918006,0.007186148414066249
CLEVER ELSIE,1,0.011893345796387535,0.6666974556230669,0.011891824804631504,0.2337628990047155,0.07575447477119841
CLEVER ELSIE,2,0.007908920746908348,0.6996743855714227,0.007824304545942483,0.2125785554849731,0.07201383365075348
CLEVER ELSIE,3,0.006936313969680914,0.9721097774234448,0.006949072132672608,0.007055910049285987,0.006948926424915632
CLEVER ELSIE,4,0.18394843379090464,0.7885861830464563,0.009151783013389049,0.009198443296401645,0.00911515685284828
CLEVER ELSIE,5,0.010609307072523097,0.9573889213033658,0.010635788908637462,0.010629075586213408,0.010736907129260214
CLEVER ELSIE,6,0.014421648919848854,0.695011751454073,0.01437712973461532,0.26185015535413975,0.014339314537323138
CLEVER ELSIE,7,0.0121509356219995,0.09157975432955885,0.011829771713435062,0.7330696883992943,0.15136984993571215
CLEVER ELSIE,8,0.01070169963330219,0.010795338199600787,0.010665923663271432,0.9571947671384192,0.010642271365406283
CLEVER ELSIE,9,0.012145668964375031,0.011955517862923534,0.012011325541159282,0.9518915446331501,0.01199594299839202
CLEVER GRETEL,0,0.009648428287437855,0.00997698349304872,0.009675803910257842,0.9609580643028686,0.009740720006387042
CLEVER GRETEL,1,0.01448419935189722,0.014285936247529019,0.014367737187979932,0.9424953027391285,0.014366824473465288
CLEVER GRETEL,2,0.011315922100476543,0.01116575769340512,0.011219155324451616,0.9550992182079723,0.01119994667369443
CLEVER GRETEL,3,0.018438800370292177,0.018495337383073934,0.018295958713208365,0.9264709403248983,0.018298963208527325
CLEVER GRETEL,4,0.011244759576210054,0.011248488007710887,0.011138354285406538,0.9552398876354226,0.01112851049525
CLEVER GRETEL,5,0.011867259843646004,0.011870685572730886,0.23059092922752736,0.7338371241222882,0.011834001233807514
CLEVER GRETEL,6,0.014422804743259438,0.014408954453048704,0.26635247485461966,0.690315346792698,0.01450041915637426
CLEVER HANS,0,0.006098467298114922,0.006104202215017018,0.006074871183823163,0.9444434790007025,0.037278980302342356
CLEVER HANS,1,0.005296531082598669,0.0053068026228852505,0.005280339118558474,0.9788401516479619,0.005276175527995639
CLEVER HANS,2,0.0051820964426786435,0.005173484393132639,0.005155016160925923,0.9793346827649725,0.005154720238290313
CLEVER HANS,3,0.006592916476392437,0.0066164042853081315,0.04767565828758716,0.9325740206829447,0.00654100026776749
CLEVER HANS,4,0.005946133776026828,0.0059260620843514696,0.005924422138970868,0.9762941865915898,0.005909195409060969
CLEVER HANS,5,0.006543863287955137,0.006507126296879719,0.0064933971779521605,0.9739749246907357,0.00648068854647737
CLEVER HANS,6,0.010142509873165369,0.010139632750267729,0.010106654124284407,0.9595747528526646,0.010036450399618028
DOCTOR KNOWALL,0,0.008041912629588461,0.00809302111553382,0.008053983030443924,0.008145664891043758,0.9676654183333901
